0,-629.123291015625,641.138671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,296.844482421875,372.072021484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,throw
0,83.1304931640625,487.26416015625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
0,291.291015625,316.857421875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,throw
0,411.2747802734375,1085.9598388671875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,-274.175048828125,1074.1369018554688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,317.751953125,1557.5872497558594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,1581.0315551757812,387.608154296875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,1152.6380615234375,1626.2143859863281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
14,1647.0904846191406,1010.4107055664062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5P
-14,1442.3490600585938,1576.8843383789062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild throw
0,1638.6690673828125,1492.91455078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5P
0,-435.638916015625,801.2823486328125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,360.4698486328125,-73.96240234375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5K
-14,275.62939453125,-249.5361328125,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,6S
0,-22.0908203125,-434.34423828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,-0.986328125,-496.53857421875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
-5,-960.99609375,-1604.008544921875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,-1152.061767578125,-1582.465576171875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
-7,-896.394775390625,-1609.938720703125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,-313.028076171875,-1546.72607421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
7,-991.937744140625,-336.029541015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
-2,-731.41845703125,84.7821044921875,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,f.S
2,84.7821044921875,-424.170654296875,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2K
0,472.182373046875,-230.348388671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
0,-624.304443359375,160.353515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
0,-1381.982666015625,5.5654296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,26.3050537109375,-1400.560302734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,678.1658935546875,-1437.287109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,86.520751953125,-1273.862060546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,-966.4248046875,-1629.2880859375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5P
2,-1579.458251953125,-831.599609375,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,5K
-2,-278.754150390625,-1630.172607421875,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,f.S
0,-1627.260498046875,-915.79931640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
30,-1059.838134765625,-1576.933349609375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,-1724.938232421875,-1576.933349609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
0,1349.6580810546875,-1540.520263671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
14,-997.1611328125,981.460693359375,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,f.S
0,512.4755859375,-513.6328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5K
0,-496.9296875,579.7327880859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,516.6949462890625,-425.5068359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,670.10546875,-448.633544921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
