0,919.8115234375,937.193603515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6S
0,1011.47216796875,1061.0134887695312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,456.234375,1015.492431640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6S
-14,261.534423828125,348.60009765625,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,6S
0,649.094970703125,559.64892578125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,238.2303466796875,1155.7945556640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
3,677.7159423828125,1628.0090637207031,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,f.S
2,729.2227783203125,1576.3821105957031,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
0,1565.9494018554688,483.619873046875,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6S
0,308.043212890625,1212.2056884765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,1172.6904907226562,1252.813232421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,1087.52001953125,682.489501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5H
0,906.762451171875,799.6446533203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,803.057373046875,984.526123046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,610.79150390625,1507.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,856.71923828125,56.3697509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,240.9091796875,1370.0352783203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
-2,294.5426025390625,1629.2645874023438,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,f.S
