0,1382.0059814453125,2776.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6S
0,2793.304931640625,2022.6856689453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,2941.01123046875,1870.7513427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6P
0,1711.894775390625,2784.62646484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,2632.564697265625,371.736572265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,2306.30712890625,486.0296936035156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6S
-7,1988.902099609375,1390.0050048828125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,f.S
0,506.8223876953125,285.32354736328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,167.5428924560547,327.36944580078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
3,853.812255859375,301.8507080078125,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2K
-2,1377.882568359375,297.3966979980469,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,f.S
0,1252.3973388671875,300.7519836425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,580.4675903320312,302.7865295410156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,throw
0,801.8160400390625,94.14421844482422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,222.36318969726562,224.52171325683594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
3,852.945556640625,296.2596740722656,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2K
0,145.65155029296875,1009.408935546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,1009.408935546875,145.65155029296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,1050.144287109375,303.7856140136719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
0,572.414306640625,2579.99609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,1186.48193359375,2855.8544921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6S
0,2369.766845703125,564.8103637695312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,2369.37841796875,528.3185424804688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
-7,467.18792724609375,353.1180725097656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,wild throw
0,2507.322998046875,1844.244873046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
2,2015.91064453125,1409.1409912109375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5H
0,2924.112060546875,2213.214111328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,1161.869873046875,3058.188720703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2K
0,2664.47607421875,1281.60888671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,2487.13427734375,1003.0601196289062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,1113.4130859375,2011.22802734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,2011.22802734375,1113.4130859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2P
0,2630.484619140625,903.2526245117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.S
0,2415.311279296875,1046.42724609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5H
0,1036.5594482421875,2630.6171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,750.9876708984375,2823.612548828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fafnir
0,1558.365234375,1590.070556640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5K
0,463.29266357421875,261.8428039550781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
3,878.43896484375,300.7127685546875,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2K
-2,1225.256591796875,303.74639892578125,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2P
0,1351.4837646484375,297.68255615234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2P
0,1595.7265625,252.0791473388672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,2723.961181640625,286.7040100097656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,2452.707763671875,316.001708984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backdash
0,2858.81103515625,303.8831787109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fafnir
0,319.45721435546875,2190.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2P
0,498.5350036621094,2987.098388671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fafnir
0,2788.48046875,799.1281127929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5P
0,2741.84375,1745.452392578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2S
0,762.9172973632812,237.88140869140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run
0,162.7311248779297,261.2375793457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c.S
-14,802.3992919921875,228.82615661621094,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2D
